# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "30" "-t" "CDS" "-g" "transcript_id" "-s" "0" "-p" "-M" "-a" "./trinity_out_dir.Trinity.fasta.transdecoder.gtf" "-o" "NwOut-fc.txt" "SRR9602334UnmappedAligned.sortedByCoord.out.bam" "SRR9602335UnmappedAligned.sortedByCoord.out.bam" "SRR9602336UnmappedAligned.sortedByCoord.out.bam" "SRR9602337UnmappedAligned.sortedByCoord.out.bam" "SRR9602338UnmappedAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9602334UnmappedAligned.sortedByCoord.out.bam	SRR9602335UnmappedAligned.sortedByCoord.out.bam	SRR9602336UnmappedAligned.sortedByCoord.out.bam	SRR9602337UnmappedAligned.sortedByCoord.out.bam	SRR9602338UnmappedAligned.sortedByCoord.out.bam
TRINITY_DN10433_c0_g1_i2.p6	TRINITY_DN10433_c0_g1_i2	489	686	+	198	0	0	0	0	0
TRINITY_DN10433_c0_g1_i2.p7	TRINITY_DN10433_c0_g1_i2	708	890	+	183	0	0	0	0	0
TRINITY_DN10439_c0_g1_i1.p4	TRINITY_DN10439_c0_g1_i1	182	382	-	201	0	0	0	0	0
TRINITY_DN10440_c0_g1_i1.p1	TRINITY_DN10440_c0_g1_i1	1	846	+	846	5	0	0	1	0
TRINITY_DN10440_c0_g1_i2.p1	TRINITY_DN10440_c0_g1_i2	1	846	+	846	7	0	0	1	0
TRINITY_DN10442_c0_g1_i1.p3	TRINITY_DN10442_c0_g1_i1	3	239	+	237	7	0	0	0	0
TRINITY_DN10443_c0_g1_i1.p1	TRINITY_DN10443_c0_g1_i1	234	434	-	201	0	0	0	0	0
TRINITY_DN10444_c0_g1_i1.p3	TRINITY_DN10444_c0_g1_i1	2	322	+	321	3	0	0	0	0
TRINITY_DN10444_c0_g1_i2.p1	TRINITY_DN10444_c0_g1_i2	1	252	+	252	0	0	0	1	0
TRINITY_DN10446_c0_g1_i1.p1	TRINITY_DN10446_c0_g1_i1	1	636	+	636	6	0	0	0	0
TRINITY_DN10446_c1_g1_i1.p2	TRINITY_DN10446_c1_g1_i1	3	338	-	336	1	1	0	0	0
TRINITY_DN10447_c0_g1_i1.p2	TRINITY_DN10447_c0_g1_i1	3	332	-	330	7	0	0	0	0
TRINITY_DN10449_c0_g2_i1.p2	TRINITY_DN10449_c0_g2_i1	2	202	+	201	1	14	1	24	11
TRINITY_DN10458_c0_g1_i1.p1	TRINITY_DN10458_c0_g1_i1	2	577	+	576	0	0	1	0	0
TRINITY_DN10458_c0_g1_i2.p1	TRINITY_DN10458_c0_g1_i2	2	427	+	426	0	0	0	0	0
TRINITY_DN10464_c0_g1_i1.p2	TRINITY_DN10464_c0_g1_i1	655	855	+	201	0	0	0	0	0
TRINITY_DN10468_c0_g1_i1.p2	TRINITY_DN10468_c0_g1_i1	2	643	-	642	17	1	0	0	0
TRINITY_DN10469_c0_g1_i1.p2	TRINITY_DN10469_c0_g1_i1	3	206	+	204	2	0	0	6	0
TRINITY_DN10471_c0_g1_i1.p1	TRINITY_DN10471_c0_g1_i1	3	713	+	711	10	5	0	2	1
TRINITY_DN10471_c0_g1_i1.p2	TRINITY_DN10471_c0_g1_i1	710	1114	+	405	0	0	0	0	0
TRINITY_DN10473_c0_g1_i1.p4	TRINITY_DN10473_c0_g1_i1	362	676	-	315	0	0	0	0	0
TRINITY_DN10473_c0_g1_i1.p5	TRINITY_DN10473_c0_g1_i1	3	299	-	297	2	0	0	0	0
TRINITY_DN10480_c1_g1_i1.p1	TRINITY_DN10480_c1_g1_i1	55	252	-	198	0	0	0	0	0
TRINITY_DN10489_c0_g1_i1.p1	TRINITY_DN10489_c0_g1_i1	3	356	-	354	5	0	0	0	0
TRINITY_DN1048_c0_g1_i2.p3	TRINITY_DN1048_c0_g1_i2	3	614	-	612	12	4	0	1	1
TRINITY_DN1048_c0_g1_i3.p2	TRINITY_DN1048_c0_g1_i3	3	614	-	612	11	1	0	1	1
TRINITY_DN1048_c1_g1_i1.p2	TRINITY_DN1048_c1_g1_i1	2	253	-	252	6	0	0	0	0
TRINITY_DN10490_c0_g1_i1.p1	TRINITY_DN10490_c0_g1_i1	1	279	-	279	3	0	0	0	0
TRINITY_DN10497_c0_g1_i1.p1	TRINITY_DN10497_c0_g1_i1	2	886	-	885	14	0	0	0	4
TRINITY_DN104_c0_g1_i1.p3	TRINITY_DN104_c0_g1_i1	851	1087	-	237	0	0	0	0	0
TRINITY_DN10501_c0_g1_i1.p1	TRINITY_DN10501_c0_g1_i1	3	644	+	642	14	2	0	0	2
TRINITY_DN10505_c0_g1_i1.p1	TRINITY_DN10505_c0_g1_i1	2	355	-	354	0	0	0	0	1
TRINITY_DN10510_c0_g1_i1.p1	TRINITY_DN10510_c0_g1_i1	2	268	-	267	0	0	0	0	2
TRINITY_DN10512_c0_g1_i1.p3	TRINITY_DN10512_c0_g1_i1	97	615	+	519	1	3	0	1	0
TRINITY_DN10518_c0_g1_i1.p2	TRINITY_DN10518_c0_g1_i1	170	604	-	435	0	0	0	0	1
TRINITY_DN10518_c0_g1_i2.p2	TRINITY_DN10518_c0_g1_i2	220	651	-	432	0	0	0	0	0
TRINITY_DN10521_c2_g1_i1.p1	TRINITY_DN10521_c2_g1_i1	1	312	+	312	2	0	0	2	2
TRINITY_DN10522_c2_g1_i1.p3	TRINITY_DN10522_c2_g1_i1	3	311	-	309	0	0	0	0	0
TRINITY_DN10524_c0_g1_i1.p1	TRINITY_DN10524_c0_g1_i1	1	201	-	201	2	1	2	22	0
TRINITY_DN10532_c1_g1_i1.p1	TRINITY_DN10532_c1_g1_i1	2	220	+	219	6	0	0	0	0
TRINITY_DN10542_c0_g2_i1.p2	TRINITY_DN10542_c0_g2_i1	3	686	+	684	1	0	1	0	0
TRINITY_DN10543_c1_g1_i2.p2	TRINITY_DN10543_c1_g1_i2	49	270	-	222	3	0	7	1	3
TRINITY_DN10545_c0_g1_i1.p1	TRINITY_DN10545_c0_g1_i1	1	300	+	300	7	0	0	0	0
TRINITY_DN10552_c0_g1_i1.p1	TRINITY_DN10552_c0_g1_i1	2	229	-	228	2	0	0	0	0
TRINITY_DN10567_c9_g1_i1.p2	TRINITY_DN10567_c9_g1_i1	29	244	+	216	0	0	0	2	0
TRINITY_DN10568_c0_g1_i1.p2	TRINITY_DN10568_c0_g1_i1	2	778	-	777	12	0	1	1	0
TRINITY_DN10577_c0_g1_i1.p1	TRINITY_DN10577_c0_g1_i1	2	277	+	276	0	0	0	0	0
TRINITY_DN1057_c1_g1_i1.p2	TRINITY_DN1057_c1_g1_i1	161	388	-	228	4	0	0	0	0
TRINITY_DN10582_c0_g1_i5.p2	TRINITY_DN10582_c0_g1_i5	218	616	-	399	0	0	0	0	0
TRINITY_DN105_c0_g1_i6.p1	TRINITY_DN105_c0_g1_i6	2	268	-	267	22	0	1	0	0
TRINITY_DN10601_c0_g1_i1.p1	TRINITY_DN10601_c0_g1_i1	1	225	+	225	1	0	0	0	0
TRINITY_DN10603_c0_g1_i2.p2	TRINITY_DN10603_c0_g1_i2	193	378	-	186	0	0	0	0	0
TRINITY_DN10604_c0_g1_i1.p2	TRINITY_DN10604_c0_g1_i1	1	330	-	330	1	0	0	3	0
TRINITY_DN10604_c1_g1_i1.p2	TRINITY_DN10604_c1_g1_i1	2	226	-	225	2	0	0	0	0
TRINITY_DN10617_c0_g1_i1.p1	TRINITY_DN10617_c0_g1_i1	1	615	+	615	9	2	2	1	2
TRINITY_DN10618_c0_g1_i1.p1	TRINITY_DN10618_c0_g1_i1	3	338	+	336	0	0	0	0	0
TRINITY_DN10619_c0_g1_i1.p3	TRINITY_DN10619_c0_g1_i1	41	304	-	264	0	0	0	2	0
TRINITY_DN10619_c0_g1_i2.p3	TRINITY_DN10619_c0_g1_i2	41	235	-	195	0	0	0	0	0
TRINITY_DN10619_c2_g1_i1.p1	TRINITY_DN10619_c2_g1_i1	104	601	+	498	0	0	1	0	0
TRINITY_DN1061_c0_g1_i1.p2	TRINITY_DN1061_c0_g1_i1	206	556	+	351	1	1	2	3	2
TRINITY_DN1061_c1_g1_i1.p2	TRINITY_DN1061_c1_g1_i1	1	210	-	210	0	0	1	1	0
TRINITY_DN10626_c0_g1_i1.p1	TRINITY_DN10626_c0_g1_i1	2	1042	+	1041	15	2	0	1	1
TRINITY_DN10627_c0_g1_i1.p2	TRINITY_DN10627_c0_g1_i1	3	371	-	369	4	0	0	0	0
TRINITY_DN10628_c1_g1_i1.p1	TRINITY_DN10628_c1_g1_i1	1	204	+	204	0	0	0	1	2
TRINITY_DN10631_c0_g1_i1.p2	TRINITY_DN10631_c0_g1_i1	1	321	-	321	59	5	14	27	8
TRINITY_DN10633_c1_g1_i1.p3	TRINITY_DN10633_c1_g1_i1	1	186	+	186	0	0	2	0	0
TRINITY_DN10639_c0_g1_i1.p1	TRINITY_DN10639_c0_g1_i1	2	493	+	492	0	0	0	0	2
TRINITY_DN10639_c0_g1_i2.p1	TRINITY_DN10639_c0_g1_i2	157	462	+	306	0	0	0	0	0
TRINITY_DN10639_c1_g1_i1.p1	TRINITY_DN10639_c1_g1_i1	3	284	+	282	0	2	0	0	0
TRINITY_DN10640_c1_g1_i1.p1	TRINITY_DN10640_c1_g1_i1	3	302	-	300	1	1	0	0	0
TRINITY_DN10646_c0_g1_i1.p2	TRINITY_DN10646_c0_g1_i1	3	314	-	312	4	0	0	0	0
TRINITY_DN10652_c0_g1_i1.p1	TRINITY_DN10652_c0_g1_i1	1	519	+	519	9	1	0	0	0
TRINITY_DN10655_c1_g1_i1.p2	TRINITY_DN10655_c1_g1_i1	23	385	-	363	3	2	0	0	0
TRINITY_DN10657_c0_g1_i1.p2	TRINITY_DN10657_c0_g1_i1	40	300	-	261	0	0	0	3	0
TRINITY_DN10658_c1_g1_i1.p1	TRINITY_DN10658_c1_g1_i1	3	200	-	198	0	0	0	3	0
TRINITY_DN10660_c0_g1_i1.p2	TRINITY_DN10660_c0_g1_i1	1	336	+	336	3	1	0	0	0
TRINITY_DN10660_c0_g1_i1.p5	TRINITY_DN10660_c0_g1_i1	333	533	+	201	0	0	0	0	0
TRINITY_DN10660_c0_g1_i3.p4	TRINITY_DN10660_c0_g1_i3	192	557	+	366	2	0	2	0	0
TRINITY_DN10660_c0_g1_i3.p5	TRINITY_DN10660_c0_g1_i3	554	754	+	201	0	0	0	0	0
TRINITY_DN10660_c1_g1_i1.p2	TRINITY_DN10660_c1_g1_i1	1	201	-	201	0	0	0	0	0
TRINITY_DN10663_c0_g1_i1.p2	TRINITY_DN10663_c0_g1_i1	1	405	-	405	4	0	0	2	0
TRINITY_DN10665_c0_g1_i1.p1	TRINITY_DN10665_c0_g1_i1	27	293	-	267	0	0	0	0	1
TRINITY_DN10666_c0_g1_i1.p2	TRINITY_DN10666_c0_g1_i1	2	745	+	744	8	1	0	1	2
TRINITY_DN10666_c1_g1_i1.p3	TRINITY_DN10666_c1_g1_i1	2	565	-	564	6	0	0	0	0
TRINITY_DN10670_c0_g1_i1.p2	TRINITY_DN10670_c0_g1_i1	2	490	-	489	4	0	0	0	0
TRINITY_DN10671_c0_g1_i1.p1	TRINITY_DN10671_c0_g1_i1	25	225	+	201	0	0	0	0	0
TRINITY_DN10673_c0_g1_i1.p3	TRINITY_DN10673_c0_g1_i1	2	358	-	357	5	0	0	0	0
TRINITY_DN10673_c1_g1_i1.p1	TRINITY_DN10673_c1_g1_i1	2	268	+	267	2	0	0	0	0
TRINITY_DN10674_c0_g1_i1.p2	TRINITY_DN10674_c0_g1_i1	2	355	+	354	0	1	0	0	1
TRINITY_DN10683_c0_g1_i1.p3	TRINITY_DN10683_c0_g1_i1	2	373	-	372	3	0	0	1	0
TRINITY_DN10683_c1_g1_i1.p2	TRINITY_DN10683_c1_g1_i1	3	233	+	231	2	0	0	0	0
TRINITY_DN10684_c19_g1_i2.p3	TRINITY_DN10684_c19_g1_i2	1	180	+	180	0	0	0	0	0
TRINITY_DN10684_c5_g1_i1.p1	TRINITY_DN10684_c5_g1_i1	1	282	-	282	2	0	1	0	1
TRINITY_DN10688_c0_g1_i1.p2	TRINITY_DN10688_c0_g1_i1	3	893	-	891	14	1	3	1	0
TRINITY_DN10697_c0_g1_i1.p1	TRINITY_DN10697_c0_g1_i1	244	468	+	225	0	0	0	0	0
TRINITY_DN106_c0_g1_i2.p1	TRINITY_DN106_c0_g1_i2	76	315	-	240	27	32	5	29	19
TRINITY_DN106_c0_g1_i4.p1	TRINITY_DN106_c0_g1_i4	125	364	-	240	26	32	5	29	18
TRINITY_DN106_c32_g1_i2.p1	TRINITY_DN106_c32_g1_i2	2	340	+	339	2	0	0	0	1
TRINITY_DN10717_c0_g1_i1.p1	TRINITY_DN10717_c0_g1_i1	1	393	+	393	10	0	0	0	0
TRINITY_DN10719_c0_g1_i1.p2	TRINITY_DN10719_c0_g1_i1	150	389	+	240	0	3	0	0	0
TRINITY_DN10719_c0_g1_i2.p2	TRINITY_DN10719_c0_g1_i2	150	407	+	258	0	2	0	0	0
TRINITY_DN10723_c0_g1_i1.p2	TRINITY_DN10723_c0_g1_i1	3	272	+	270	3	0	0	0	0
TRINITY_DN10728_c0_g1_i1.p1	TRINITY_DN10728_c0_g1_i1	2	337	+	336	8	0	0	0	0
TRINITY_DN10728_c1_g1_i1.p1	TRINITY_DN10728_c1_g1_i1	3	230	+	228	0	0	0	0	0
TRINITY_DN10729_c0_g1_i1.p3	TRINITY_DN10729_c0_g1_i1	17	205	-	189	0	0	2	0	5
TRINITY_DN10736_c0_g1_i1.p1	TRINITY_DN10736_c0_g1_i1	509	772	-	264	0	0	0	0	0
TRINITY_DN10738_c0_g1_i1.p1	TRINITY_DN10738_c0_g1_i1	3	1070	+	1068	3	9	3	4	1
TRINITY_DN10742_c0_g1_i2.p2	TRINITY_DN10742_c0_g1_i2	325	510	-	186	0	0	0	0	0
TRINITY_DN10744_c1_g1_i1.p3	TRINITY_DN10744_c1_g1_i1	8	220	-	213	0	0	0	0	0
TRINITY_DN10745_c0_g1_i1.p2	TRINITY_DN10745_c0_g1_i1	3	536	-	534	4	0	0	1	0
TRINITY_DN10745_c0_g2_i1.p1	TRINITY_DN10745_c0_g2_i1	2	931	+	930	18	3	0	2	0
TRINITY_DN10746_c0_g1_i1.p2	TRINITY_DN10746_c0_g1_i1	325	810	+	486	0	0	0	0	0
TRINITY_DN10746_c0_g1_i1.p4	TRINITY_DN10746_c0_g1_i1	1	240	+	240	5	0	0	2	0
TRINITY_DN10750_c0_g1_i1.p1	TRINITY_DN10750_c0_g1_i1	66	899	-	834	11	5	3	4	0
TRINITY_DN10757_c0_g1_i1.p2	TRINITY_DN10757_c0_g1_i1	2	358	+	357	3	0	0	4	6
TRINITY_DN10759_c0_g1_i1.p2	TRINITY_DN10759_c0_g1_i1	2	415	-	414	5	0	2	0	1
TRINITY_DN10762_c0_g1_i1.p1	TRINITY_DN10762_c0_g1_i1	168	674	-	507	0	0	0	0	1
TRINITY_DN10763_c0_g1_i1.p1	TRINITY_DN10763_c0_g1_i1	1	591	+	591	11	0	0	0	0
TRINITY_DN10765_c0_g1_i1.p1	TRINITY_DN10765_c0_g1_i1	1	396	+	396	4	0	0	1	1
TRINITY_DN10766_c0_g1_i1.p2	TRINITY_DN10766_c0_g1_i1	2	262	-	261	2	0	0	0	0
TRINITY_DN10766_c0_g2_i1.p2	TRINITY_DN10766_c0_g2_i1	3	521	-	519	3	0	2	0	0
TRINITY_DN10769_c0_g1_i1.p2	TRINITY_DN10769_c0_g1_i1	334	843	+	510	0	0	0	2	0
TRINITY_DN10769_c0_g1_i1.p4	TRINITY_DN10769_c0_g1_i1	2	292	+	291	10	0	0	2	0
TRINITY_DN10769_c0_g1_i2.p1	TRINITY_DN10769_c0_g1_i2	90	452	-	363	0	0	0	1	0
TRINITY_DN10773_c0_g1_i1.p1	TRINITY_DN10773_c0_g1_i1	2	628	-	627	0	2	0	0	1
TRINITY_DN10773_c0_g1_i2.p2	TRINITY_DN10773_c0_g1_i2	123	563	-	441	0	1	0	0	0
TRINITY_DN10773_c1_g1_i1.p1	TRINITY_DN10773_c1_g1_i1	3	452	-	450	0	0	1	0	1
TRINITY_DN10779_c0_g1_i1.p1	TRINITY_DN10779_c0_g1_i1	3	371	+	369	0	0	0	0	0
TRINITY_DN1077_c0_g1_i2.p1	TRINITY_DN1077_c0_g1_i2	1	420	-	420	13	0	0	0	1
TRINITY_DN1077_c0_g1_i3.p1	TRINITY_DN1077_c0_g1_i3	2	298	-	297	10	0	0	0	0
TRINITY_DN1077_c1_g1_i1.p2	TRINITY_DN1077_c1_g1_i1	2	217	+	216	8	0	0	0	0
TRINITY_DN10781_c0_g1_i1.p4	TRINITY_DN10781_c0_g1_i1	1	258	+	258	0	0	0	0	0
TRINITY_DN10781_c0_g1_i1.p5	TRINITY_DN10781_c0_g1_i1	538	774	+	237	0	0	0	0	0
TRINITY_DN10783_c0_g1_i1.p2	TRINITY_DN10783_c0_g1_i1	80	352	-	273	0	0	0	0	1
TRINITY_DN10784_c0_g1_i1.p1	TRINITY_DN10784_c0_g1_i1	2	298	-	297	0	0	0	2	2
TRINITY_DN10784_c1_g1_i1.p1	TRINITY_DN10784_c1_g1_i1	1	219	+	219	0	2	0	0	0
TRINITY_DN10785_c0_g1_i2.p1	TRINITY_DN10785_c0_g1_i2	121	579	-	459	2	0	4	0	0
TRINITY_DN10786_c0_g1_i1.p1	TRINITY_DN10786_c0_g1_i1	2	214	-	213	0	0	2	0	0
TRINITY_DN10790_c0_g1_i1.p2	TRINITY_DN10790_c0_g1_i1	1	447	-	447	4	0	0	6	0
TRINITY_DN10796_c0_g1_i1.p1	TRINITY_DN10796_c0_g1_i1	3	224	-	222	0	0	2	0	0
TRINITY_DN10797_c0_g1_i1.p2	TRINITY_DN10797_c0_g1_i1	3	317	+	315	4	0	0	0	1
TRINITY_DN10797_c0_g1_i2.p2	TRINITY_DN10797_c0_g1_i2	3	353	+	351	3	0	0	2	0
TRINITY_DN10801_c0_g1_i1.p2	TRINITY_DN10801_c0_g1_i1	219	611	+	393	2	0	0	0	0
TRINITY_DN10801_c0_g1_i1.p4	TRINITY_DN10801_c0_g1_i1	3	197	+	195	3	0	0	0	0
TRINITY_DN10801_c0_g1_i2.p2	TRINITY_DN10801_c0_g1_i2	219	611	+	393	2	0	0	0	0
TRINITY_DN10801_c0_g1_i2.p4	TRINITY_DN10801_c0_g1_i2	3	197	+	195	8	0	0	0	0
TRINITY_DN10810_c0_g1_i2.p3	TRINITY_DN10810_c0_g1_i2	1	324	-	324	4	0	0	0	0
TRINITY_DN10811_c0_g1_i1.p1	TRINITY_DN10811_c0_g1_i1	2	244	+	243	1	0	0	0	0
TRINITY_DN10811_c0_g1_i2.p2	TRINITY_DN10811_c0_g1_i2	77	256	-	180	6	0	0	2	0
TRINITY_DN10811_c0_g1_i3.p1	TRINITY_DN10811_c0_g1_i3	2	256	+	255	9	0	0	0	0
TRINITY_DN10814_c0_g1_i1.p2	TRINITY_DN10814_c0_g1_i1	3	512	+	510	4	0	0	2	2
TRINITY_DN10816_c0_g1_i1.p1	TRINITY_DN10816_c0_g1_i1	1	759	-	759	6	0	0	0	0
TRINITY_DN10816_c0_g1_i2.p2	TRINITY_DN10816_c0_g1_i2	192	458	+	267	0	0	0	0	0
TRINITY_DN10816_c0_g1_i2.p5	TRINITY_DN10816_c0_g1_i2	1	192	+	192	7	0	0	0	0
TRINITY_DN10818_c0_g1_i1.p2	TRINITY_DN10818_c0_g1_i1	2	283	-	282	0	0	0	0	0
TRINITY_DN10818_c0_g1_i2.p3	TRINITY_DN10818_c0_g1_i2	103	399	-	297	0	0	0	2	1
TRINITY_DN10818_c0_g1_i2.p4	TRINITY_DN10818_c0_g1_i2	398	598	+	201	0	0	0	0	0
TRINITY_DN10819_c0_g1_i1.p1	TRINITY_DN10819_c0_g1_i1	1	219	+	219	2	0	0	0	0
TRINITY_DN1081_c7_g1_i1.p2	TRINITY_DN1081_c7_g1_i1	2	202	+	201	0	0	0	1	1
TRINITY_DN10820_c0_g1_i1.p1	TRINITY_DN10820_c0_g1_i1	1	348	+	348	3	0	0	0	0
TRINITY_DN10820_c0_g2_i1.p1	TRINITY_DN10820_c0_g2_i1	1	699	+	699	6	0	0	0	1
TRINITY_DN10826_c0_g1_i1.p1	TRINITY_DN10826_c0_g1_i1	2	1099	+	1098	2	2	0	0	0
TRINITY_DN10827_c0_g1_i1.p1	TRINITY_DN10827_c0_g1_i1	2	181	-	180	0	0	0	0	2
TRINITY_DN10828_c0_g1_i1.p3	TRINITY_DN10828_c0_g1_i1	3	527	+	525	2	0	0	3	0
TRINITY_DN10829_c0_g1_i1.p1	TRINITY_DN10829_c0_g1_i1	87	275	-	189	5	0	0	0	0
TRINITY_DN1082_c0_g1_i1.p5	TRINITY_DN1082_c0_g1_i1	8	247	-	240	2	2	2	0	2
TRINITY_DN10830_c0_g1_i1.p1	TRINITY_DN10830_c0_g1_i1	3	320	-	318	0	1	0	2	1
TRINITY_DN10831_c0_g1_i1.p2	TRINITY_DN10831_c0_g1_i1	2	499	-	498	8	0	1	0	0
TRINITY_DN10832_c0_g1_i1.p2	TRINITY_DN10832_c0_g1_i1	1	240	-	240	2	0	0	0	4
TRINITY_DN10837_c0_g1_i1.p2	TRINITY_DN10837_c0_g1_i1	3	410	-	408	2	0	0	0	2
TRINITY_DN10839_c0_g1_i1.p1	TRINITY_DN10839_c0_g1_i1	91	270	-	180	0	0	0	3	0
TRINITY_DN10844_c0_g1_i1.p2	TRINITY_DN10844_c0_g1_i1	3	191	+	189	0	0	2	0	0
TRINITY_DN10846_c0_g1_i1.p4	TRINITY_DN10846_c0_g1_i1	2	388	-	387	5	0	0	0	0
TRINITY_DN10848_c0_g1_i1.p1	TRINITY_DN10848_c0_g1_i1	249	908	-	660	9	0	0	0	0
TRINITY_DN10848_c0_g2_i1.p3	TRINITY_DN10848_c0_g2_i1	1	522	+	522	4	1	0	0	6
TRINITY_DN10850_c0_g1_i1.p2	TRINITY_DN10850_c0_g1_i1	366	857	+	492	1	0	0	0	0
TRINITY_DN10850_c0_g1_i1.p5	TRINITY_DN10850_c0_g1_i1	2	331	+	330	9	3	0	3	0
TRINITY_DN10850_c0_g1_i1.p7	TRINITY_DN10850_c0_g1_i1	928	1236	-	309	0	0	0	0	0
TRINITY_DN10853_c1_g1_i1.p2	TRINITY_DN10853_c1_g1_i1	1	234	-	234	2	3	10	9	2
TRINITY_DN10854_c0_g1_i1.p2	TRINITY_DN10854_c0_g1_i1	1	231	-	231	14	0	0	0	2
TRINITY_DN10854_c0_g1_i2.p2	TRINITY_DN10854_c0_g1_i2	1	180	+	180	0	0	0	0	2
TRINITY_DN10858_c0_g1_i1.p3	TRINITY_DN10858_c0_g1_i1	59	265	-	207	0	0	0	0	0
TRINITY_DN10859_c0_g1_i1.p1	TRINITY_DN10859_c0_g1_i1	2	499	+	498	2	0	0	0	0
TRINITY_DN10861_c0_g1_i1.p1	TRINITY_DN10861_c0_g1_i1	1	411	+	411	4	0	0	0	0
TRINITY_DN10861_c0_g1_i2.p2	TRINITY_DN10861_c0_g1_i2	1	261	-	261	2	0	0	0	0
TRINITY_DN10864_c0_g1_i1.p3	TRINITY_DN10864_c0_g1_i1	141	332	-	192	0	0	0	2	0
TRINITY_DN10865_c0_g1_i1.p3	TRINITY_DN10865_c0_g1_i1	2	202	+	201	1	0	0	0	1
TRINITY_DN10865_c0_g2_i1.p1	TRINITY_DN10865_c0_g2_i1	1	237	+	237	2	0	0	0	0
TRINITY_DN10870_c0_g1_i1.p1	TRINITY_DN10870_c0_g1_i1	3	332	+	330	5	0	0	0	0
TRINITY_DN10880_c0_g1_i1.p2	TRINITY_DN10880_c0_g1_i1	318	566	-	249	0	0	0	0	0
TRINITY_DN10882_c0_g1_i3.p1	TRINITY_DN10882_c0_g1_i3	1	261	-	261	0	0	0	0	1
TRINITY_DN10882_c0_g1_i4.p1	TRINITY_DN10882_c0_g1_i4	121	426	+	306	0	0	0	0	0
TRINITY_DN10886_c0_g1_i1.p1	TRINITY_DN10886_c0_g1_i1	137	514	-	378	3	0	0	0	0
TRINITY_DN10889_c0_g1_i1.p2	TRINITY_DN10889_c0_g1_i1	1	474	-	474	2	0	0	4	0
TRINITY_DN10893_c0_g1_i1.p2	TRINITY_DN10893_c0_g1_i1	2	220	-	219	2	0	0	0	0
TRINITY_DN10894_c0_g1_i1.p1	TRINITY_DN10894_c0_g1_i1	2	268	-	267	0	3	0	0	1
TRINITY_DN108_c0_g1_i1.p3	TRINITY_DN108_c0_g1_i1	683	985	+	303	0	0	0	0	0
TRINITY_DN108_c0_g1_i10.p1	TRINITY_DN108_c0_g1_i10	375	677	+	303	0	0	0	0	0
TRINITY_DN108_c0_g1_i9.p2	TRINITY_DN108_c0_g1_i9	669	971	+	303	0	0	0	0	0
TRINITY_DN10902_c0_g1_i1.p1	TRINITY_DN10902_c0_g1_i1	3	527	+	525	0	0	2	2	1
TRINITY_DN10905_c0_g1_i1.p1	TRINITY_DN10905_c0_g1_i1	1	255	+	255	0	0	0	0	0
TRINITY_DN10913_c0_g1_i1.p2	TRINITY_DN10913_c0_g1_i1	1	597	-	597	2	0	2	0	0
TRINITY_DN10913_c0_g2_i1.p3	TRINITY_DN10913_c0_g2_i1	1	231	-	231	3	0	0	0	0
TRINITY_DN10917_c1_g1_i1.p3	TRINITY_DN10917_c1_g1_i1	50	238	-	189	0	0	0	1	0
TRINITY_DN10919_c0_g1_i1.p2	TRINITY_DN10919_c0_g1_i1	3	227	+	225	0	0	0	2	0
TRINITY_DN1091_c0_g2_i2.p1	TRINITY_DN1091_c0_g2_i2	1	315	+	315	0	2	0	0	0
TRINITY_DN1091_c0_g2_i3.p1	TRINITY_DN1091_c0_g2_i3	1	537	+	537	0	19	0	18	0
TRINITY_DN10921_c0_g1_i1.p1	TRINITY_DN10921_c0_g1_i1	2	340	-	339	0	1	0	0	0
TRINITY_DN10928_c0_g1_i1.p3	TRINITY_DN10928_c0_g1_i1	237	500	-	264	1	0	0	0	0
TRINITY_DN10930_c0_g1_i1.p2	TRINITY_DN10930_c0_g1_i1	96	431	-	336	0	0	0	0	0
TRINITY_DN10930_c0_g1_i2.p1	TRINITY_DN10930_c0_g1_i2	2	361	-	360	0	0	0	2	0
TRINITY_DN10931_c0_g1_i1.p1	TRINITY_DN10931_c0_g1_i1	1	201	-	201	7	5	1	2	10
TRINITY_DN10932_c0_g1_i1.p1	TRINITY_DN10932_c0_g1_i1	1	204	+	204	0	9	0	0	2
TRINITY_DN10933_c0_g1_i1.p4	TRINITY_DN10933_c0_g1_i1	44	322	-	279	0	2	0	0	0
TRINITY_DN10935_c0_g1_i7.p1	TRINITY_DN10935_c0_g1_i7	1	288	+	288	0	0	0	0	2
TRINITY_DN1093_c1_g1_i1.p3	TRINITY_DN1093_c1_g1_i1	1	216	-	216	0	0	0	0	4
TRINITY_DN10943_c0_g1_i1.p1	TRINITY_DN10943_c0_g1_i1	1	435	+	435	5	0	0	0	1
TRINITY_DN10947_c1_g1_i1.p3	TRINITY_DN10947_c1_g1_i1	2	199	-	198	0	0	0	0	1
TRINITY_DN1094_c0_g1_i1.p2	TRINITY_DN1094_c0_g1_i1	2	214	-	213	0	0	1	0	2
TRINITY_DN1094_c0_g1_i1.p4	TRINITY_DN1094_c0_g1_i1	385	573	+	189	0	0	0	0	0
TRINITY_DN1094_c0_g1_i4.p1	TRINITY_DN1094_c0_g1_i4	1	240	+	240	3	0	0	0	0
TRINITY_DN10955_c0_g1_i1.p2	TRINITY_DN10955_c0_g1_i1	3	437	+	435	3	1	0	1	0
